,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
17474,Potato,2001,Whole Year ,Delhi,63,461,611.9,6434.19,16.38,7.32
8846,Sunflower,2004,Kharif     ,Andhra Pradesh,476116,290245,781.8,51582407.44,99984.36,0.714545455
3773,Garlic,2012,Whole Year ,Kerala,72,658,2187.6,10857.6,22.32,9.14
6711,Small millets,1999,Rabi       ,Gujarat,5300,1800,458.9,562489,1431,0.363333333
17665,Ragi,2004,Winter     ,Odisha,39385,24820,1290.4,4266970.9,8270.85,0.472142857
12192,Ginger,2011,Whole Year ,Madhya Pradesh,9926,10714,852.6,1662803.52,3275.58,0.946744186
15894,Groundnut,2017,Kharif     ,Uttar Pradesh,87922,89075,652.1,13842439.68,33410.36,1.076440678
19252,Maize,2005,Summer     ,Odisha,1585,3455,1503.4,190073.2,332.85,1.497142857
6917,Maize,1999,Kharif     ,Odisha,165330,206370,1484.3,17546472.9,44639.1,1.160333333
3634,Onion,2012,Kharif     ,Andhra Pradesh,25000,450000,968.7,3770000,7750,15.35285714
12065,Sannhamp,2011,Whole Year ,Chhattisgarh,1398,2869,1302.7,234192.96,461.34,2.016086957
16398,Sesamum,2018,Kharif     ,Nagaland,3700,2260,1372.7,600140,1295,0.611818182
2348,Ragi,2007,Kharif     ,Karnataka,786831,1290262,1323.3,104963255.4,125892.96,1.458095238
19384,Rice,2009,Winter     ,Odisha,3413000,5581000,1330.3,531813660,580210,1.575666667
16970,Other  Rabi pulses,2019,Rabi       ,Mizoram,1806,2517,2178.5,310198.56,668.22,1.392857143
16226,Groundnut,2018,Kharif     ,Jharkhand,30072,31046,1222.7,4877678.4,10525.2,0.924166667
828,Rapeseed &Mustard,2001,Rabi       ,Assam,272323,137056,1824.7,27812347.99,70803.98,0.479130435
16769,Jowar,2019,Kharif     ,Gujarat,28638,43518,1067.8,4918862.88,10596.06,1.448666667
6986,Onion,1999,Whole Year ,Tamil Nadu,38384,315748,922.8,4073693.92,10363.68,8.005217391
2422,Sweet potato,2007,Whole Year ,Tamil Nadu,1088,14780,1067.2,145139.2,174.08,13.7055
14050,Maize,2014,Rabi       ,Uttar Pradesh,10653,25493,616.4,1608176.88,3515.49,2.444166667
7742,Rice,2001,Rabi       ,Nagaland,1500,2000,1532,153195,390,1.76
4074,Cardamom,2013,Whole Year ,Tamil Nadu,4044,366,740.9,584317.56,1091.88,0.064166667
8975,Other Kharif pulses,2004,Kharif     ,Delhi,150,215,651.9,16251,31.5,1.43
10993,Sunflower,2009,Rabi       ,Bihar,18203,25575,889.3,2836391.46,3094.51,1.394583333
2419,Small millets,2007,Kharif     ,Tamil Nadu,38240,37084,1067.2,5101216,6118.4,0.956956522
1639,Coconut ,2004,Whole Year ,Tamil Nadu,357056,4097000000,1034,38683447.04,74981.76,10877.70276
6150,Moong(Green Gram),1997,Kharif     ,Andhra Pradesh,316800,80900,927.5,30149856,98208,0.34
6331,Arhar/Tur,1998,Kharif     ,Andhra Pradesh,390800,169100,1048.3,38611040,113332,0.461818182
5703,Turmeric,2018,Whole Year ,Kerala,2483.71,6694,2989.7,402857.762,869.2985,2.630714286
1719,Arhar/Tur,2005,Kharif     ,Assam,6473,4529,2184.6,776242.16,1359.33,0.704444444
8793,Sunflower,2003,Kharif     ,Uttarakhand,262,301,1734.3,25932.76,62.88,1.024
11377,Ragi,2009,Autumn     ,West Bengal,11774,13897,1317.2,1834624.68,2001.58,0.76
6454,Rapeseed &Mustard,1998,Rabi       ,Haryana,497788,615000,687.6,49181454.4,144358.52,1.094210526
15908,Rapeseed &Mustard,2017,Rabi       ,Uttar Pradesh,678853,944759,652.1,106878616.3,257964.14,1.2172
5208,Sweet potato,2017,Whole Year ,Assam,5303,29199,2098.563636,834904.32,2015.14,5.514814815
7650,Jowar,2001,Rabi       ,Madhya Pradesh,4676,4222,955,477559.88,1215.76,1.232142857
16184,Sunflower,2018,Kharif     ,Haryana,9440,17960,533.2,1531168,3304,2.0925
11462,Peas & beans (Pulses),2010,Rabi       ,Bihar,19150,19822,629.2,3181006.5,4596,1.032894737
9879,Groundnut,2006,Kharif     ,Maharashtra,341600,254100,1439.4,43625736,75152,0.735185185
13178,Groundnut,2013,Kharif     ,Haryana,5600,6700,452.2,809144,1512,1.146
1541,Horse-gram,2004,Rabi       ,Karnataka,142341,48305,1117.7,15421223.94,29891.61,0.3556
13654,Bajra,2014,Kharif     ,Chhattisgarh,146,91,1274.7,22040.16,48.18,0.518333333
9081,Jowar,2004,Rabi       ,Maharashtra,3223200,1831500,1052,349201488,676872,0.674615385
14129,Wheat,2014,Winter     ,Jharkhand,23515,42516,1156.6,3549824.4,7759.95,1.436428571
938,Rapeseed &Mustard,2001,Rabi       ,Meghalaya,7156,4782,4241,730842.28,1860.56,0.581428571
2402,Coriander,2007,Whole Year ,Tamil Nadu,13288,5120,1067.2,1772619.2,2126.08,0.385909091
14807,Potato,2016,Rabi       ,Bihar,92721,1263936,1205.6,14209493.25,32452.35,14.89184211
13834,Linseed,2014,Rabi       ,Maharashtra,23900,5300,1001.6,3607944,7887,0.235
5128,Tapioca,2017,Rabi       ,Andhra Pradesh,39,474,868.2,6140.16,14.82,9.53
9090,Other Cereals,2004,Rabi       ,Maharashtra,9300,3100,1052,1007562,1953,0.369375
4519,Maize,2015,Kharif     ,Assam,28420,87175,2155.3,4487802.2,9378.6,2.514074074
387,Rice,1999,Summer     ,Kerala,58021,144551,2914.6,6157768.73,15665.67,2.292857143
12408,Sunflower,2011,Summer     ,Uttar Pradesh,3562,6080,777.4,596706.24,1175.46,1.711764706
15842,Sugarcane,2017,Kharif     ,Telangana,35788,2663092,815.7,5634462.72,13599.44,77.33636364
13725,Potato,2014,Whole Year ,Gujarat,101663,2609426,605.6,15347046.48,33548.79,25.4975
18536,Other Kharif pulses,2004,Kharif     ,Puducherry,55,51,1434.5875,5958.7,11.55,0.93
17434,Sesamum,1999,Kharif     ,Jammu and Kashmir,6418,2741,667.1,681142.34,1732.86,0.4625
4144,Maize,2014,Rabi       ,Andhra Pradesh,203463,1609315,687.6,30714774.48,67142.79,7.481538462
10474,Bajra,2007,Kharif     ,Uttarakhand,42,40,1924.3,5602.8,6.72,0.95
3652,Sugarcane,2012,Whole Year ,Andhra Pradesh,196000,15448000,968.7,29556800,60760,81.79941176
13844,Rice,2014,Summer     ,Maharashtra,42800,111200,1001.6,6461088,14124,2.52375
973,Castor seed,2001,Kharif     ,West Bengal,80,73,1556.6,8170.4,20.8,0.91
5374,Cowpea(Lobia),2017,Rabi       ,Tamil Nadu,14233,9260,970.9,2240843.52,5408.54,0.6084
8444,Sweet potato,2003,Whole Year ,Chhattisgarh,2665,15235,1643.7,263781.7,639.6,5.71625
13575,Gram,2013,Rabi       ,West Bengal,24903,29268,1939.9,3598234.47,6723.81,1.124166667
13170,Bajra,2013,Kharif     ,Haryana,403000,829000,452.2,58229470,108810,2.007058824
18631,Urad,1998,Kharif     ,Sikkim,4400,3049,3183.8,434720,1276,0.64
1152,Moong(Green Gram),2002,Kharif     ,Tamil Nadu,112812,48053,315.9,10679912.04,28203,0.411851852
18473,Onion,2000,Whole Year ,Manipur,350,740,1969.7,34359.5,91,2.1
17130,Moong(Green Gram),2019,Kharif     ,Telangana,59908,47192,1031.7,10289798.08,22165.96,0.750967742
1451,Cotton(lint),2003,Kharif     ,Tamil Nadu,97777,119687,345.6,9677967.46,23466.48,1.504615385
9123,Other Kharif pulses,2004,Kharif     ,Nagaland,6630,5400,1711.5,718294.2,1392.3,0.945
9944,Jowar,2006,Kharif     ,Punjab,100,100,569.6,12771,22,1
19101,Maize,2006,Kharif     ,Arunachal Pradesh,46281,63524,1940,5910546.51,10181.82,1.439375
13965,Cowpea(Lobia),2014,Kharif     ,Telangana,1642,1511,746.4,247876.32,541.86,0.94
1500,Niger seed,2003,Kharif     ,West Bengal,7954,4953,1526.7,787286.92,1908.96,0.54625
1149,Horse-gram,2002,Kharif     ,Tamil Nadu,81711,20782,315.9,7735580.37,20427.75,0.25125
16077,Castor seed,2018,Kharif     ,Chhattisgarh,49,20,1515.5,7947.8,17.15,0.286
2872,Niger seed,2009,Kharif     ,Andhra Pradesh,7663,2632,711,1194048.66,1302.71,0.376666667
13521,Bajra,2013,Kharif     ,Uttarakhand,1,1,1735.4,144.49,0.27,1
6295,Moong(Green Gram),1997,Whole Year ,Punjab,49300,31700,690.1,4691881,15283,0.601666667
19410,Moong(Green Gram),2010,Autumn     ,Odisha,25378,6479,1291.9,4215539.58,6090.72,0.21375
13520,Arhar/Tur,2013,Kharif     ,Uttarakhand,2330,1880,1735.4,336661.7,629.1,0.793076923
8090,Potato,2002,Whole Year ,Karnataka,50645,149282,860.8,4794562.15,12661.25,5.757142857
7588,Jowar,2001,Kharif     ,Haryana,103814,22000,483.8,10602523.82,26991.64,0.12
18595,Sugarcane,2006,Whole Year ,Manipur,500,16330,1533.561905,63855,110,32.66666667
9033,Sesamum,2004,Kharif     ,Haryana,3686,1200,484.6,399341.24,774.06,0.162222222
7279,Cotton(lint),2000,Kharif     ,Nagaland,251,350,1631.8,24640.67,65.26,1.43875
2636,Onion,2008,Kharif     ,Karnataka,117822,611170,1164.1,16853258.88,10603.98,5.7176
12842,Sugarcane,2012,Kharif     ,Nagaland,4310,187570,1296.6,649948,1336.1,43.52
9365,Wheat,2005,Rabi       ,Delhi,18279,79404,653.1,2192017.68,3838.59,4.34
2754,Cardamom,2008,Whole Year ,West Bengal,245,704,1560.1,35044.8,22.05,2.87
19362,Rice,2008,Kharif     ,Goa,33638,78705,3271.6,4811579.52,3027.42,2.325
3715,Garlic,2012,Whole Year ,Karnataka,4238,5531,956.2,639090.4,1313.78,1.385625
16179,Potato,2018,Whole Year ,Haryana,34738,897846,533.2,5634503.6,12158.3,25.85727273
8830,Onion,2004,Rabi       ,Andhra Pradesh,12248,258886,781.8,1326948.32,2572.08,20.17047619
8752,Rapeseed &Mustard,2003,Rabi       ,Uttar Pradesh,536115,533534,1075.6,53064662.7,128667.6,0.845571429
17395,Masoor,1999,Rabi       ,Andhra Pradesh,4942,1872,650.4,524494.46,1334.34,0.346153846
12878,Sesamum,2012,Whole Year ,Tamil Nadu,33181,17179,706.8,5003694.8,10286.11,0.477241379
12613,Onion,2012,Summer     ,Gujarat,2200,55000,460.6,331760,682,22.094
9167,Other Kharif pulses,2004,Kharif     ,Tripura,1724,1151,2706.3,186778.16,362.04,0.6675
19325,Urad,2007,Autumn     ,Odisha,32628,7455,1633.8,4352575.2,5220.48,0.222916667
5493,Dry chillies,2018,Kharif     ,Puducherry,1,14,1693.9,162.2,0.35,14
16894,Groundnut,2019,Kharif     ,Madhya Pradesh,217499,345171,1446.7,37357628.24,80474.63,1.464897959
3314,Tapioca,2010,Kharif     ,Meghalaya,4180,21793,3119.7,694339.8,1003.2,6.087142857
8721,Guar seed,2003,Whole Year ,Punjab,38500,27100,451.7,3810730,9240,0.674285714
5896,Rice,2019,Winter     ,Assam,1878208,3996018,2084.7,322601006.1,694936.96,2.137037037
6979,Groundnut,1999,Kharif     ,Tamil Nadu,865295,1537806,922.8,91833758.35,233629.65,1.731071429
6885,Groundnut,1999,Kharif     ,Nagaland,3000,2800,1782.2,318390,810,0.892857143
8667,Rapeseed &Mustard,2003,Rabi       ,Nagaland,16000,12800,1709.8,1583680,3840,0.77625
1356,Rapeseed &Mustard,2003,Rabi       ,Karnataka,6048,1706,867.6,598631.04,1451.52,0.223529412
3246,Peas & beans (Pulses),2010,Rabi       ,Karnataka,2140,15096,1317.7,355475.4,513.6,7.131764706
17995,Peas & beans (Pulses),2012,Rabi       ,Jammu and Kashmir,863,856,1116.7,130140.4,267.53,0.69
13277,Bajra,2013,Kharif     ,Maharashtra,761600,787900,1409.8,110043584,205632,0.846315789
3272,Urad,2010,Rabi       ,Karnataka,8727,4079,1317.7,1449641.97,2094.48,0.464166667
116,Rice,1997,Autumn     ,West Bengal,423121,751970,1852.9,40268425.57,131167.51,1.837222222
19225,Maize,1998,Winter     ,Odisha,417,247,1357.1,41199.6,120.93,0.717142857
3086,Dry chillies,2010,Kharif     ,Puducherry,1,1,1434.5875,166.11,0.24,1
16295,Linseed,2018,Rabi       ,Maharashtra,7014,2732,1387.4,1137670.8,2454.9,0.336363636
8534,Arhar/Tur,2003,Kharif     ,Madhya Pradesh,311195,251757,1163,30802081.1,74686.8,0.743333333
19664,Niger seed,2018,Winter     ,Odisha,18987,5195,1635.9,3079691.4,6645.45,0.231111111
12104,Ragi,2011,Kharif     ,Gujarat,16200,13300,890.5,2713824,5346,0.86
13150,Onion,2013,Summer     ,Gujarat,11011,312805,1006.5,1590979.39,2972.97,27.96125
4868,Sugarcane,2016,Whole Year ,Assam,31383,1207167,2296.8,4809444.75,10984.05,37.7337037
9209,other oilseeds,2004,Rabi       ,Uttarakhand,121,69,1219.6,13109.14,25.41,0.57
259,Sweet potato,1998,Whole Year ,Kerala,1099,11924,3151.5,108581.2,318.71,11.718
324,Small millets,1998,Rabi       ,West Bengal,1235,1387,2152.5,122018,358.15,1.035
9993,Maize,2006,Summer     ,Uttar Pradesh,25366,33635,590.5,3239491.86,5580.52,1.325689655
10804,Jowar,2008,Kharif     ,Nagaland,140,130,1540.9,20025.6,12.6,0.874
10759,Ragi,2008,Kharif     ,Maharashtra,125500,125000,1052.8,17951520,11295,0.921666667
411,Soyabean,1999,Kharif     ,Meghalaya,1038,928,6200.3,110162.94,280.26,0.888571429
6736,Urad,1999,Kharif     ,Haryana,1221,502,344,129584.73,329.67,1.24
15450,Gram,2017,Rabi       ,Chhattisgarh,335025,331674,1124.5,52746336,127309.5,0.9324
1187,Khesari,2002,Rabi       ,West Bengal,32799,27084,1629.1,3105081.33,8199.75,0.8625
8431,Other Kharif pulses,2003,Kharif     ,Chhattisgarh,5479,1738,1643.7,542311.42,1314.96,0.331333333
426,Ginger,1999,Kharif     ,Puducherry,133,94,1434.5875,14115.29,35.91,0.676666667
10824,Tapioca,2008,Kharif     ,Nagaland,1600,36880,1540.9,228864,144,23.06
4098,Potato,2013,Rabi       ,Tamil Nadu,2044,52531,740.9,295337.56,551.88,24.145
16671,Garlic,2019,Whole Year ,Bihar,1650,2452,1194.7,283404,610.5,1.508181818
9680,Urad,2006,Kharif     ,Bihar,25479,19796,1052.8,3253923.09,5605.38,0.769411765
2333,Maize,2007,Kharif     ,Karnataka,1015117,2950506,1323.3,135416607.8,162418.72,3.112962963
720,Gram,2000,Rabi       ,West Bengal,54685,50170,1907.7,5368426.45,14218.1,0.806428571
3008,Rice,2009,Autumn     ,Kerala,77249,192050,2821.5,12036939.18,13132.33,2.303076923
16836,Groundnut,2019,Kharif     ,Himachal Pradesh,44,51,1217.7,7557.44,16.28,1.0825
3821,Sweet potato,2012,Kharif     ,Meghalaya,4438,15063,2945.3,669250.4,1375.78,3.745714286
1232,Dry chillies,2003,Rabi       ,Andhra Pradesh,50772,135462,826,5025412.56,12185.28,2.584545455
7831,Potato,2001,Whole Year ,Uttar Pradesh,388552,9582545,849.9,39682815.76,101023.52,23.1684058
16900,Maize,2019,Summer     ,Madhya Pradesh,20995,119761,1446.7,3606101.2,7768.15,2.768387097
348,Rapeseed &Mustard,1999,Rabi       ,Assam,286241,129425,2201.8,30378757.33,77285.07,0.479565217
17217,Rice,2019,Kharif     ,Uttar Pradesh,5898690,16947998,814.5,1013158994,2182515.3,2.823466667
5779,Ginger,2019,Kharif     ,Andhra Pradesh,294,633,899.2,50497.44,108.78,1.922
5597,Cashewnut,2018,Whole Year ,Goa,56417,27588,4406,9150837.4,19745.95,0.46
14206,Sannhamp,2015,Kharif     ,Bihar,1239,999,874,195650.49,408.87,0.83375
12222,Sweet potato,2011,Whole Year ,Madhya Pradesh,4924,22878,852.6,824868.48,1624.92,5.097111111
2717,Arhar/Tur,2008,Whole Year ,Tamil Nadu,27483,16703,1201.9,3931168.32,2473.47,0.606923077
13685,Rapeseed &Mustard,2014,Rabi       ,Chhattisgarh,46564,24586,1274.7,7029301.44,15366.12,0.51037037
4377,Groundnut,2014,Rabi       ,Tamil Nadu,126229,433883,911.3,19055529.84,41655.57,3.297666667
7785,Tobacco,2001,Whole Year ,Odisha,5680,3580,1672.5,580098.4,1476.8,0.524
501,Dry chillies,2000,Kharif     ,Andhra Pradesh,183741,410643,935.6,18037853.97,47772.66,2.146818182
12082,Cotton(lint),2011,Kharif     ,Gujarat,3003100,10374600,890.5,503079312,991023,3.286521739
1878,Ginger,2005,Kharif     ,Tamil Nadu,660,12735,1364.1,79147.2,138.6,19.31714286
8470,Groundnut,2003,Kharif     ,Gujarat,1912800,4336500,902.5,189328944,459072,2.132272727
13142,Jowar,2013,Rabi       ,Gujarat,37640,56234,1006.5,5438603.6,10162.8,1.19
3127,Jute,2010,Kharif     ,Assam,62267,625575,2578.5,10343171.37,14944.08,10.21074074
14115,Arhar/Tur,2014,Rabi       ,Jharkhand,33169,44945,1156.6,5007192.24,10945.77,1.818695652
12087,Groundnut,2011,Summer     ,Gujarat,232300,443700,890.5,38914896,76659,1.875833333
17465,other oilseeds,2000,Kharif     ,Jammu and Kashmir,8,4,989.5,785.36,2.08,0.5
8957,Sannhamp,2004,Whole Year ,Chhattisgarh,1673,528,1122.8,181252.82,351.33,0.303125
6127,Sesamum,1997,Winter     ,Odisha,48551,8316,1496.6,4620598.67,15050.81,0.17
7556,Groundnut,2001,Kharif     ,Gujarat,1850700,2592100,666.5,189011991,481182,1.281052632
18844,Maize,2019,Kharif     ,Sikkim,38387,67908,2740,6593351.12,14203.19,1.735
8646,Sugarcane,2003,Whole Year ,Mizoram,1393,36174,2499.5,137879.14,334.32,25.87
315,Ragi,1998,Kharif     ,West Bengal,12895,15648,2152.5,1274026,3739.55,0.91
9913,Jowar,2006,Kharif     ,Nagaland,1000,750,1362.5,127710,220,0.7325
2592,Rice,2008,Winter     ,Assam,1773211,2865843,2109.9,253640101.4,159588.99,1.607407407
17186,Soyabean,2019,Rabi       ,Tripura,179,139,2252.8,30745.04,66.23,0.78125
10638,Sesamum,2008,Kharif     ,Gujarat,238500,84900,746.1,34115040,21465,0.342857143
7820,Gram,2001,Rabi       ,Uttar Pradesh,840602,816795,849.9,85850682.26,218556.52,0.993623188
3685,Rice,2012,Autumn     ,Assam,238178,308745,2167.5,35917242.4,73835.18,1.291481481
19096,Sugarcane,2005,Whole Year ,Arunachal Pradesh,878,16181,2767,105289.76,184.38,17.00555556
10833,Groundnut,2008,Kharif     ,Punjab,2700,2500,691.3,386208,243,0.876666667
3216,Cotton(lint),2010,Rabi       ,Karnataka,129125,155407,1317.7,21448953.75,30990,1.758
12957,Other  Rabi pulses,2012,Rabi       ,Uttarakhand,3,1,1309.8,452.4,0.93,0.25
2948,Gram,2009,Rabi       ,Karnataka,112804,52780,1321,17577119.28,19176.68,0.455714286
104,Maize,1997,Whole Year ,West Bengal,35469,130390,1852.9,3375584.73,10995.39,2.658461538
5516,Sesamum,2018,Summer     ,Puducherry,120,103,1693.9,19464,42,0.52
9597,Moong(Green Gram),2005,Rabi       ,Tripura,317,191,1765.9,38014.64,66.57,0.5875
11333,other oilseeds,2009,Kharif     ,Uttarakhand,598,438,847.8,93180.36,101.66,0.781111111
11505,Ragi,2010,Kharif     ,Chhattisgarh,8063,2243,1283.1,1339344.93,1935.12,0.280909091
14699,Onion,2015,Rabi       ,Jharkhand,3129,19999,1085.6,494100.39,1032.57,8.018181818
7869,Rice,2001,Kharif     ,Uttarakhand,280816,567662,1541.3,28679738.08,73012.16,1.608461538
880,Niger seed,2001,Kharif     ,Karnataka,36198,7034,1002.9,3696901.74,9411.48,0.213043478
9630,Rapeseed &Mustard,2005,Rabi       ,Uttarakhand,15639,10070,1353.3,1875428.88,3284.19,0.562307692
6425,Other  Rabi pulses,1998,Rabi       ,Gujarat,2900,1600,775.6,286520,841,0.542857143
6862,Other  Rabi pulses,1999,Rabi       ,Maharashtra,152900,71200,1166.5,16227277,41283,0.43
17662,Potato,2004,Winter     ,Odisha,8506,80770,1290.4,921540.04,1786.26,8.655
18706,Maize,2006,Kharif     ,Sikkim,40850,64890,2270.2,5216953.5,8987,1.605
3605,Arhar/Tur,2012,Kharif     ,Andhra Pradesh,480000,251000,968.7,72384000,148800,0.5885
17688,Dry chillies,2004,Whole Year ,Uttar Pradesh,19027,16919,704,2061385.18,3995.67,0.938939394
2757,Cotton(lint),2008,Kharif     ,West Bengal,2780,6023,1560.1,397651.2,250.2,2.32875
8223,Sugarcane,2002,Whole Year ,Mizoram,1370,7443,2627,129697.9,342.5,6.4075
2661,Tobacco,2008,Whole Year ,Karnataka,108139,54936,1164.1,15468202.56,9732.51,0.584375
505,Gram,2000,Rabi       ,Andhra Pradesh,200763,228546,935.6,19708903.71,52198.38,1.4145
9113,Groundnut,2004,Kharif     ,Nagaland,5540,6980,1711.5,600203.6,1163.4,1.26375
10078,Jowar,2007,Rabi       ,Andhra Pradesh,188000,263000,1004.2,25079200,30080,1.375384615
3227,Horse-gram,2010,Kharif     ,Karnataka,88254,50744,1317.7,14659871.94,21180.96,0.621538462
14616,Urad,2015,Rabi       ,Tripura,1289,960,2334.4,203545.99,425.37,0.735
19532,Sesamum,2013,Winter     ,Odisha,16171,3838,1632.4,2336547.79,4366.17,0.231818182
14867,Urad,2016,Rabi       ,Chhattisgarh,4324,1198,1298.9,662653,1513.4,0.301904762
3504,Soyabean,2011,Kharif     ,Karnataka,190973,192764,1178.986364,31991796.96,63021.09,0.8975
6442,Cotton(lint),1998,Kharif     ,Haryana,583165,874000,687.6,57616702,169117.85,0.748421053
2281,Ginger,2007,Whole Year ,Assam,15624,107076,2154.1,2084241.6,2499.84,6.94
14990,Other  Rabi pulses,2016,Rabi       ,Madhya Pradesh,29000,25700,1048.4,4444250,10150,0.874444444
7945,Masoor,2002,Rabi       ,Chhattisgarh,14999,4634,1001.4,1419955.33,3749.75,0.289333333
15286,Moong(Green Gram),2016,Summer     ,Uttarakhand,3,3,1580.9,459.75,1.05,1
17753,Sannhamp,2005,Kharif     ,Uttar Pradesh,4224,1457,751.9,506542.08,887.04,0.342162162
11437,Tobacco,2009,Whole Year ,Madhya Pradesh,312,142,904.1,48615.84,53.04,0.543636364
9188,Moth,2004,Kharif     ,Uttarakhand,4,1,1219.6,433.36,0.84,0.25
5628,Groundnut,2018,Rabi       ,Karnataka,2766,5770,1419.1,448645.2,968.1,2.115
1995,Arhar/Tur,2006,Rabi       ,Andhra Pradesh,5606,3174,845.2,715942.26,1233.32,0.433333333
328,Turmeric,1998,Whole Year ,West Bengal,12763,21487,2152.5,1260984.4,3701.27,1.569444444
18397,Dry chillies,1997,Whole Year ,Manipur,3,2,2053.3,285.51,0.93,0.75
1278,Coconut ,2003,Whole Year ,Assam,21309,154284000,2213.7,2109164.82,5114.16,6763.011739
19280,Maize,2006,Summer     ,Odisha,1916,4497,1716.9,244692.36,421.52,1.6265
13892,Rice,2014,Autumn     ,Mizoram,20064,23583,2029.9,3028861.44,6621.12,1.14875
5400,Rice,2017,Autumn     ,Tamil Nadu,235255,906616,970.9,37038547.2,89396.9,3.967857143
17371,Cotton(lint),1998,Kharif     ,Delhi,1,1,784.5,98.8,0.29,1
16034,Castor seed,2018,Kharif     ,Bihar,85,82,1521.4,13787,29.75,0.992
57,Arecanut,1997,Whole Year ,Kerala,76145,93995,3252.4,7246719.65,23604.95,1.147857143
15276,Barley,2016,Rabi       ,Uttarakhand,19834,24622,1580.9,3039560.5,6941.9,1.350769231
5233,Potato,2017,Summer     ,Meghalaya,12559,142923,4472.3,1977288.96,4772.42,8.254545455
9298,Rice,2005,Autumn     ,Bihar,533233,503448,907.8,63945301.36,111978.93,0.962666667
212,Maize,1998,Summer     ,Karnataka,11974,27080,1260.8,1183031.2,3472.46,2.241904762
8176,Soyabean,2002,Kharif     ,Maharashtra,1255500,1576000,967.4,118858185,313875,1.372068966
19107,Turmeric,2006,Whole Year ,Arunachal Pradesh,532,1965,1940,67941.72,117.04,4.425
797,Sesamum,2001,Kharif     ,Andhra Pradesh,92861,16651,928.4,9483893.93,24143.86,0.168095238
17821,Linseed,2007,Rabi       ,Jammu and Kashmir,241,137,1042.2,32149.4,38.56,0.641666667
11896,Arhar/Tur,2010,Rabi       ,Jammu and Kashmir,2,1,1352,332.22,0.48,0.55
14319,Potato,2015,Whole Year ,Haryana,34273,853806,426.8,5412049.43,11310.09,24.81095238
5669,Tapioca,2018,Whole Year ,Karnataka,635,8439,1419.1,102997,222.25,13.2452381
17726,Rapeseed &Mustard,2005,Kharif     ,Jammu and Kashmir,3223,1289,1721.8,386502.16,676.83,0.4
16218,Sugarcane,2018,Whole Year ,Himachal Pradesh,1585,38538,1052.2,257087,554.75,17.335
10509,other oilseeds,2007,Rabi       ,Uttarakhand,1184,348,1924.3,157945.6,189.44,0.3175
6429,Ragi,1998,Kharif     ,Gujarat,19700,20400,775.6,1946360,5713,0.853333333
6988,Ragi,1999,Kharif     ,Tamil Nadu,163024,282833,922.8,17301737.12,44016.48,1.647916667
